1,6,520.62,113.60,30.20,124.09,1,-1,-1,-1
1,5,437.16,94.92,85.08,237.23,1,-1,-1,-1
1,4,100.81,87.25,56.32,224.15,1,-1,-1,-1
1,3,181.39,89.67,75.92,245.93,1,-1,-1,-1
1,2,570.79,80.83,68.21,203.59,1,-1,-1,-1
1,1,340.83,79.50,87.66,244.25,1,-1,-1,-1
2,7,327.72,124.83,24.34,96.08,1,-1,-1,-1
2,6,522.01,104.48,35.70,132.38,1,-1,-1,-1
2,5,445.49,100.46,72.20,217.81,1,-1,-1,-1
2,4,97.09,83.23,58.39,232.22,1,-1,-1,-1
2,3,186.49,89.57,69.89,234.79,1,-1,-1,-1
2,2,573.60,82.08,65.72,200.38,1,-1,-1,-1
2,1,349.81,89.32,86.32,241.18,1,-1,-1,-1
3,6,516.16,113.42,34.87,132.55,1,-1,-1,-1
3,5,446.62,84.82,75.38,222.43,1,-1,-1,-1
3,4,89.60,89.99,64.83,230.09,1,-1,-1,-1
3,3,188.34,80.80,78.94,242.39,1,-1,-1,-1
3,2,568.70,82.65,69.05,201.25,1,-1,-1,-1
3,1,350.80,80.38,91.28,248.43,1,-1,-1,-1
4,6,511.81,110.54,36.79,137.96,1,-1,-1,-1
4,5,453.28,85.77,76.18,225.90,1,-1,-1,-1
4,4,82.75,95.98,68.74,232.37,1,-1,-1,-1
4,3,190.06,85.40,77.19,230.38,1,-1,-1,-1
4,2,568.98,84.24,69.07,197.43,1,-1,-1,-1
4,1,351.66,75.02,92.86,249.43,1,-1,-1,-1
5,6,511.93,109.80,39.74,139.98,1,-1,-1,-1
5,5,455.61,88.70,82.95,236.97,1,-1,-1,-1
5,4,74.35,95.20,72.70,227.60,1,-1,-1,-1
5,3,192.94,83.53,76.35,224.65,1,-1,-1,-1
5,2,567.82,88.43,62.87,191.84,1,-1,-1,-1
5,1,354.25,73.55,97.82,251.85,1,-1,-1,-1
6,5,451.96,79.37,88.93,245.58,1,-1,-1,-1
6,4,63.08,87.79,78.48,232.90,1,-1,-1,-1
6,3,203.76,87.78,75.69,221.26,1,-1,-1,-1
6,2,564.51,86.93,67.10,199.21,1,-1,-1,-1
6,1,358.02,79.06,98.08,246.52,1,-1,-1,-1
7,5,459.21,76.34,86.39,243.57,1,-1,-1,-1
7,4,55.48,90.84,84.81,235.49,1,-1,-1,-1
7,3,210.40,95.86,76.21,215.13,1,-1,-1,-1
7,2,562.39,88.69,68.26,197.98,1,-1,-1,-1
7,1,362.25,82.54,96.00,241.47,1,-1,-1,-1
8,5,467.48,80.97,80.39,238.81,1,-1,-1,-1
8,4,48.31,96.44,86.06,233.79,1,-1,-1,-1
8,3,213.33,97.41,82.74,221.07,1,-1,-1,-1
8,2,559.07,89.90,70.96,198.65,1,-1,-1,-1
8,1,362.77,80.12,94.46,237.83,1,-1,-1,-1
9,9,173.66,86.36,51.39,172.63,1,-1,-1,-1
9,5,464.74,78.64,83.18,242.32,1,-1,-1,-1
9,4,42.55,96.28,82.52,227.65,1,-1,-1,-1
