1,63,127.54,149.11,61.74,185.32,1,-1,-1,-1
1,62,11.30,148.80,79.17,197.67,1,-1,-1,-1
2,63,129.20,154.66,61.81,179.66,1,-1,-1,-1
2,62,18.34,156.60,74.80,191.62,1,-1,-1,-1
3,64,252.73,206.10,31.03,51.17,1,-1,-1,-1
3,63,124.68,145.88,77.29,184.43,1,-1,-1,-1
3,62,20.33,158.08,74.86,182.83,1,-1,-1,-1
4,63,127.07,151.92,77.06,186.84,1,-1,-1,-1
4,62,22.46,154.71,75.04,190.18,1,-1,-1,-1
5,63,139.41,159.39,71.75,189.83,1,-1,-1,-1
5,62,29.21,158.29,74.59,196.24,1,-1,-1,-1
6,63,152.83,154.90,66.90,189.78,1,-1,-1,-1
6,62,34.31,155.75,71.32,195.40,1,-1,-1,-1
7,63,154.21,153.54,68.67,187.56,1,-1,-1,-1
7,62,39.29,152.55,71.88,199.38,1,-1,-1,-1
8,65,237.20,203.42,22.42,60.03,1,-1,-1,-1
8,63,162.00,156.72,66.97,188.86,1,-1,-1,-1
8,62,41.55,149.04,74.89,204.49,1,-1,-1,-1
9,67,291.68,200.19,25.31,61.22,1,-1,-1,-1
9,64,385.05,196.91,34.50,54.90,1,-1,-1,-1
9,63,163.00,152.30,70.88,196.06,1,-1,-1,-1
9,62,43.25,144.92,75.04,202.47,1,-1,-1,-1
10,67,298.52,202.62,25.44,60.93,1,-1,-1,-1
10,63,170.92,151.10,72.53,199.35,1,-1,-1,-1
10,62,53.46,153.14,73.29,203.70,1,-1,-1,-1
11,67,303.93,202.04,24.98,60.99,1,-1,-1,-1
11,63,172.87,145.68,81.04,207.03,1,-1,-1,-1
11,62,61.54,148.77,73.93,204.28,1,-1,-1,-1
12,69,269.63,201.47,23.22,67.29,1,-1,-1,-1
12,67,306.94,203.60,23.99,59.52,1,-1,-1,-1
12,63,178.71,143.57,87.23,216.50,1,-1,-1,-1
12,62,63.58,147.09,76.80,209.21,1,-1,-1,-1
13,69,276.46,204.78,24.82,67.00,1,-1,-1,-1
13,67,316.34,208.50,24.15,58.02,1,-1,-1,-1
13,63,183.41,144.28,86.10,216.87,1,-1,-1,-1
13,62,72.22,151.20,76.31,209.53,1,-1,-1,-1
14,69,282.84,197.95,24.66,70.38,1,-1,-1,-1
14,67,318.68,204.73,23.70,60.84,1,-1,-1,-1
14,63,200.52,144.37,82.84,220.17,1,-1,-1,-1
14,62,81.12,153.70,75.67,209.73,1,-1,-1,-1
15,71,342.49,203.24,28.75,62.25,1,-1,-1,-1
15,67,329.09,204.00,22.64,60.15,1,-1,-1,-1
15,63,208.07,149.55,85.36,220.80,1,-1,-1,-1
15,62,88.98,147.70,80.89,217.79,1,-1,-1,-1
16,71,349.14,200.62,29.21,64.88,1,-1,-1,-1
16,67,333.43,200.57,22.70,60.86,1,-1,-1,-1
16,63,216.14,139.33,84.62,227.13,1,-1,-1,-1
16,62,87.65,144.07,83.34,222.83,1,-1,-1,-1
17,63,216.74,140.65,85.81,228.61,1,-1,-1,-1
17,62,84.61,137.97,86.99,227.53,1,-1,-1,-1
18,63,219.06,137.69,90.45,237.12,1,-1,-1,-1
18,62,87.79,136.93,92.32,232.36,1,-1,-1,-1
19,63,220.96,135.53,90.50,242.15,1,-1,-1,-1
19,62,83.19,131.49,93.30,235.20,1,-1,-1,-1
20,63,217.45,136.06,94.77,243.70,1,-1,-1,-1
20,62,81.43,129.09,96.80,242.71,1,-1,-1,-1
21,77,2.11,141.11,31.05,85.31,1,-1,-1,-1
21,63,217.23,129.73,99.85,249.98,1,-1,-1,-1
21,62,72.33,122.15,98.98,251.32,1,-1,-1,-1
22,77,1.06,138.80,31.60,85.96,1,-1,-1,-1
22,63,217.88,123.56,98.80,254.09,1,-1,-1,-1
22,62,67.50,114.93,102.21,262.21,1,-1,-1,-1
23,77,-0.87,148.94,32.91,98.01,1,-1,-1,-1
23,63,220.37,120.38,104.97,264.34,1,-1,-1,-1
23,62,66.81,116.41,105.91,268.90,1,-1,-1,-1
24,63,220.27,116.11,109.43,268.76,1,-1,-1,-1
24,62,62.80,118.85,108.09,267.74,1,-1,-1,-1
25,80,-0.94,163.70,40.92,168.61,1,-1,-1,-1
25,63,220.60,112.81,116.46,282.00,1,-1,-1,-1
25,62,60.48,118.75,114.99,276.64,1,-1,-1,-1
26,80,-1.58,153.03,43.41,188.59,1,-1,-1,-1
26,63,218.90,118.08,120.52,286.96,1,-1,-1,-1
26,62,57.77,117.78,116.09,282.56,1,-1,-1,-1
27,80,-2.40,165.20,39.57,174.84,1,-1,-1,-1
27,63,220.43,112.41,123.59,298.17,1,-1,-1,-1
27,62,57.03,115.65,117.36,289.18,1,-1,-1,-1
28,80,-1.23,159.30,40.65,180.07,1,-1,-1,-1
28,63,228.02,115.04,125.16,300.94,1,-1,-1,-1
28,62,54.21,114.31,125.08,294.24,1,-1,-1,-1
29,80,-0.38,172.18,40.95,167.21,1,-1,-1,-1
29,63,225.80,108.97,127.27,310.57,1,-1,-1,-1
29,62,55.68,103.17,127.68,305.85,1,-1,-1,-1
30,80,-0.21,171.82,41.26,163.71,1,-1,-1,-1
30,63,224.57,106.97,130.87,317.29,1,-1,-1,-1
30,62,50.68,101.57,134.20,313.66,1,-1,-1,-1
31,80,-1.36,180.98,38.80,154.80,1,-1,-1,-1
31,63,226.95,103.80,131.11,325.25,1,-1,-1,-1
31,62,46.40,90.50,140.25,316.85,1,-1,-1,-1
32,83,146.61,92.13,39.50,91.03,1,-1,-1,-1
32,63,237.97,97.35,132.19,332.70,1,-1,-1,-1
32,62,47.96,87.68,143.40,329.05,1,-1,-1,-1
33,83,149.02,86.88,43.92,95.21,1,-1,-1,-1
33,63,243.08,90.46,135.64,341.81,1,-1,-1,-1
33,62,51.93,82.51,144.75,341.59,1,-1,-1,-1
34,83,154.22,83.27,51.93,117.33,1,-1,-1,-1
34,63,253.23,90.34,131.66,350.38,1,-1,-1,-1
34,62,56.63,77.10,142.24,349.42,1,-1,-1,-1
35,84,431.01,191.85,28.80,76.69,1,-1,-1,-1
35,83,156.83,90.26,61.54,148.29,1,-1,-1,-1
35,63,265.09,83.96,133.35,360.15,1,-1,-1,-1
35,62,64.65,80.08,146.87,358.83,1,-1,-1,-1
36,87,388.62,165.67,27.86,99.65,1,-1,-1,-1
36,85,3.13,121.54,43.72,141.40,1,-1,-1,-1
36,84,434.01,190.53,26.04,74.83,1,-1,-1,-1
36,63,274.73,81.93,138.54,367.46,1,-1,-1,-1
36,62,73.87,75.87,146.26,365.59,1,-1,-1,-1
37,87,392.33,160.46,31.94,113.15,1,-1,-1,-1
37,85,6.03,124.94,47.44,159.20,1,-1,-1,-1
37,63,282.76,77.23,142.07,376.62,1,-1,-1,-1
37,62,77.95,67.44,148.34,378.30,1,-1,-1,-1
38,89,427.20,176.37,29.76,94.93,1,-1,-1,-1
38,87,395.47,153.25,36.74,124.62,1,-1,-1,-1
38,85,6.31,118.36,48.66,156.30,1,-1,-1,-1
38,63,289.34,71.03,145.03,390.66,1,-1,-1,-1
38,62,75.52,57.83,151.03,389.71,1,-1,-1,-1
39,91,184.21,75.81,51.84,123.07,1,-1,-1,-1
39,90,458.10,190.22,28.38,78.08,1,-1,-1,-1
39,89,423.87,171.55,36.67,103.02,1,-1,-1,-1
39,87,398.47,154.98,37.66,131.62,1,-1,-1,-1
39,85,4.80,115.39,49.98,152.79,1,-1,-1,-1
39,63,295.81,68.52,149.70,396.30,1,-1,-1,-1
39,62,73.12,46.05,152.19,403.06,1,-1,-1,-1
40,91,182.12,70.69,57.75,143.13,1,-1,-1,-1
40,90,464.87,185.11,31.02,84.37,1,-1,-1,-1
40,89,433.76,173.62,35.33,98.59,1,-1,-1,-1
40,87,407.67,154.17,37.92,132.52,1,-1,-1,-1
40,85,3.50,116.07,51.92,157.27,1,-1,-1,-1
40,63,294.42,62.90,156.89,408.29,1,-1,-1,-1
40,62,75.69,50.12,156.21,411.04,1,-1,-1,-1
41,91,178.78,65.64,61.57,157.45,1,-1,-1,-1
41,89,430.74,168.22,38.30,101.27,1,-1,-1,-1
41,85,2.01,115.69,55.25,164.16,1,-1,-1,-1
41,63,293.85,62.70,161.34,414.07,1,-1,-1,-1
41,62,70.17,41.57,158.70,424.35,1,-1,-1,-1
42,85,-0.47,108.65,53.84,161.59,1,-1,-1,-1
42,63,293.41,58.05,158.46,419.73,1,-1,-1,-1
42,62,62.33,41.84,166.07,429.57,1,-1,-1,-1
43,85,-2.38,98.80,50.20,151.47,1,-1,-1,-1
43,63,296.23,54.45,160.28,424.72,1,-1,-1,-1
43,62,54.73,26.35,170.50,440.06,1,-1,-1,-1
44,85,-2.32,101.74,47.12,145.55,1,-1,-1,-1
44,63,292.47,50.94,162.07,429.05,1,-1,-1,-1
44,62,49.12,31.12,176.95,436.85,1,-1,-1,-1
45,85,-2.36,99.39,44.90,144.38,1,-1,-1,-1
45,63,296.00,44.51,166.36,434.14,1,-1,-1,-1
45,62,42.56,32.58,184.64,436.61,1,-1,-1,-1
46,85,-1.84,97.38,40.77,139.85,1,-1,-1,-1
46,63,290.32,40.21,171.25,436.47,1,-1,-1,-1
